dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,modo_espacial,timestamp
shuttle,1,36469,29175,no se sobremuestrea,sin_faltante(actual>=objetivo),0,46400,46400,0.78597,0.78597,,,,,,,,,75.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:18:54.827775
shuttle,2,40,29175,sobremuestreada,ok,29135,46400,75535,0.000862,0.386245,40.0,33.0,0.10303030303030304,0.23157543241870063,1.0,4.0,1.0,0.7219280948873623,75.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:19:02.539225
shuttle,3,137,29175,sobremuestreada,ok,29038,46400,104573,0.002953,0.278992,137.0,105.0,0.009523809523809525,0.09712418121129114,0.9708029197080292,4.0,1.0,0.0,75.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:19:09.387483
shuttle,4,7122,29175,sobremuestreada,ok,22053,46400,126626,0.153491,0.230403,7122.0,7108.0,0.00014068655036578504,0.011860301752499016,0.9984835720303287,4.061198649409117,1.0,0.0,75.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:19:26.150799
shuttle,5,2614,29175,sobremuestreada,ok,26561,46400,153187,0.056336,0.190453,2614.0,2576.0,0.0,0.0,0.9870696250956388,4.045419254658385,1.0,0.0,75.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:19:37.084416
shuttle,6,8,29175,sobremuestreada,insuficientes_filtradas,0,46400,153187,0.000172,5.2e-05,8.0,2.0,0.4,0.0,0.05,4.0,0.05,0.9709505944546688,75.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:19:37.298797
shuttle,7,10,29175,sobremuestreada,ok,29165,46400,182352,0.000216,0.159993,10.0,10.0,0.39999999999999997,0.17888543819998318,0.0,4.0,0.0,0.9709505944546688,75.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:19:43.996106
