dataset,modelo,tecnica,f1_score,balanced_accuracy,mcc,cohen_kappa,error
ecoli,RandomForest,borderline,,,,,"Expected n_neighbors <= n_samples_fit, but n_neighbors = 6, n_samples_fit = 4, n_samples = 4"
