f1_score_macro,f1_score_minor,balanced_accuracy,mcc,cohen_kappa,dataset,modelo,tecnica
0.7937945703729417,0.3338922305764411,0.7848669614133414,0.9978656464420377,0.9978651813980071,shuttle,RandomForest,base
