dataset,modelo,densidad,riesgo,pureza,f1_score,balanced_accuracy,mcc,cohen_kappa
wdbc,RandomForest,50,50,entropia,0.9737469960380177,0.9742063492063492,0.9438975339262832,0.9437314906219151
wdbc,RandomForest,25,50,entropia,0.9737469960380177,0.9742063492063492,0.9438975339262832,0.9437314906219151
wdbc,RandomForest,75,50,entropia,0.9737469960380177,0.9742063492063492,0.9438975339262832,0.9437314906219151
wdbc,RandomForest,25,50,proporcion,0.9652084757347915,0.9722222222222222,0.9286112429750731,0.9260700389105059
wdbc,RandomForest,75,50,proporcion,0.9652084757347915,0.9722222222222222,0.9286112429750731,0.9260700389105059
wdbc,RandomForest,50,50,proporcion,0.9652084757347915,0.9722222222222222,0.9286112429750731,0.9260700389105059
wdbc,RandomForest,75,75,proporcion,0.9565835208828798,0.9652777777777778,0.9118992727752026,0.9080348499515973
wdbc,RandomForest,50,75,proporcion,0.9565835208828798,0.9652777777777778,0.9118992727752026,0.9080348499515973
wdbc,RandomForest,25,75,proporcion,0.9565835208828798,0.9652777777777778,0.9118992727752026,0.9080348499515973
wdbc,RandomForest,50,75,entropia,0.9557756825927252,0.9454365079365079,0.9058238738943076,0.904330312185297
wdbc,RandomForest,25,75,entropia,0.9557756825927252,0.9454365079365079,0.9058238738943076,0.904330312185297
wdbc,RandomForest,75,75,entropia,0.9557756825927252,0.9454365079365079,0.9058238738943076,0.904330312185297
wdbc,RandomForest,75,25,proporcion,0.9478127136021872,0.9533730158730158,0.8915448278143033,0.8891050583657587
wdbc,RandomForest,25,25,proporcion,0.9478127136021872,0.9533730158730158,0.8915448278143033,0.8891050583657587
wdbc,RandomForest,50,25,proporcion,0.9478127136021872,0.9533730158730158,0.8915448278143033,0.8891050583657587
wdbc,RandomForest,25,25,entropia,0.9473684210526315,0.9434523809523809,0.8869047619047619,0.8869047619047619
wdbc,RandomForest,50,25,entropia,0.9473684210526315,0.9434523809523809,0.8869047619047619,0.8869047619047619
wdbc,RandomForest,75,25,entropia,0.9473684210526315,0.9434523809523809,0.8869047619047619,0.8869047619047619
