dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,faltante_solicitado,faltante_final,tope_por_clase_aplicado,tope_global_aplicado,objetivo_alcanzado,scaling_strategy,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,modo_espacial,metric,timestamp
wdbc,0,261,208,no se sobremuestrea,sin_faltante(actual>=objetivo),0,0,False,False,1,pre_split,0,411,411,0.635036,0.635036,,,,,,,,,75.0,50.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:21.005512
wdbc,1,150,208,sobremuestreada,insuficientes_filtradas(<k+1),58,58,False,False,0,pre_split,0,411,411,0.364964,0.364964,150.0,3.0,0.4761904761904761,0.06734350297014738,0.4971428571428571,4.0,0.5714285714285714,,75.0,50.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:21.055136
