dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,faltante_solicitado,faltante_final,tope_por_clase_aplicado,tope_global_aplicado,objetivo_alcanzado,scaling_strategy,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,k_pedidos,k_efectivo,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,metric,timestamp
wdbc,0,272,272,no se sobremuestrea,sin_faltante(actual>=objetivo),0,0,False,False,1,pre_split,0,431,431,0.63109,0.63109,,,,,,,,,7,7,50.0,25.0,entropia,PCSMOTE,1.0,42,euclidean,2025-11-01T22:47:16.040827
wdbc,1,159,272,sobremuestreada,ok,113,113,False,False,1,pre_split,113,431,544,0.36891,0.5,159.0,122.0,0.02459016393442623,0.15487248875156706,0.2857142857142856,2.0,0.2857142857142857,0.0,7,7,50.0,25.0,entropia,PCSMOTE,1.0,42,euclidean,2025-11-01T22:47:16.424201
