dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,faltante_solicitado,faltante_final,tope_por_clase_aplicado,tope_global_aplicado,objetivo_alcanzado,scaling_strategy,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,k_pedidos,k_efectivo,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,metric,timestamp
glass,1,56,61,sobremuestreada,ok,5,5,False,False,1,pre_split,5,171,176,0.327485,0.346591,56.0,56.0,0.2755102040816326,0.2320166734877974,0.29081632653061223,2.0,0.2857142857142857,0.9852281360342515,7,7,25.0,25.0,entropia,PCSMOTE,1.0,42,euclidean,2025-11-02T02:11:33.928526
glass,2,61,61,no se sobremuestrea,sin_faltante(actual>=objetivo),0,0,False,False,1,pre_split,0,171,176,0.356725,0.346591,,,,,,,,,7,7,25.0,25.0,entropia,PCSMOTE,1.0,42,euclidean,2025-11-02T02:11:33.928526
glass,3,14,61,sobremuestreada,ok,47,47,False,False,1,pre_split,47,171,223,0.081871,0.273543,14.0,12.0,0.9166666666666666,0.0704295212273764,0.28571428571428564,2.0,0.2857142857142857,0.5916727785823274,7,7,25.0,25.0,entropia,PCSMOTE,1.0,42,euclidean,2025-11-02T02:11:33.954709
glass,5,10,61,sobremuestreada,insuficientes_filtradas(<k+1),51,51,False,False,0,pre_split,0,171,223,0.05848,0.044843,10.0,7.0,0.7959183673469388,0.22725568827877643,0.2857142857142857,2.0,0.2857142857142857,0.9547012441673464,7,7,25.0,25.0,entropia,PCSMOTE,1.0,42,euclidean,2025-11-02T02:11:33.971977
glass,6,7,61,sobremuestreada,insuficientes_candidatas(<k+1),54,54,False,False,0,pre_split,0,171,223,0.040936,0.03139,7.0,0.0,,,,0.0,,,7,7,25.0,25.0,entropia,PCSMOTE,1.0,42,euclidean,2025-11-02T02:11:33.971977
glass,7,23,61,sobremuestreada,ok,38,38,False,False,1,pre_split,38,171,261,0.134503,0.233716,23.0,20.0,0.15,0.3570714214271425,0.28571428571428564,2.0,0.2857142857142857,0.0,7,7,25.0,25.0,entropia,PCSMOTE,1.0,42,euclidean,2025-11-02T02:11:34.013495
