dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,faltante_solicitado,faltante_final,tope_por_clase_aplicado,tope_global_aplicado,objetivo_alcanzado,scaling_strategy,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,modo_espacial,metric,timestamp
glass,1,41,40,no se sobremuestrea,sin_faltante(actual>=objetivo),0,0,False,False,1,pre_split,0,132,132,0.310606,0.310606,,,,,,,,,75.0,50.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:48.532719
glass,2,50,40,no se sobremuestrea,sin_faltante(actual>=objetivo),0,0,False,False,1,pre_split,0,132,132,0.378788,0.378788,,,,,,,,,75.0,50.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:48.532719
glass,3,10,40,sobremuestreada,insuficientes_filtradas(<k+1),30,30,False,False,0,pre_split,0,132,132,0.075758,0.075758,10.0,0.0,,,0.5,4.0,0.5714285714285714,,75.0,50.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:48.535048
glass,5,7,40,sobremuestreada,insuficientes_candidatas(<k+1),33,33,False,False,0,pre_split,0,132,132,0.05303,0.05303,7.0,0.0,,,,,,,75.0,50.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:48.547459
glass,6,7,40,sobremuestreada,insuficientes_candidatas(<k+1),33,33,False,False,0,pre_split,0,132,132,0.05303,0.05303,7.0,0.0,,,,,,,75.0,50.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:48.548488
glass,7,17,40,sobremuestreada,insuficientes_filtradas(<k+1),23,23,False,False,0,pre_split,0,132,132,0.128788,0.128788,17.0,0.0,,,0.4957983193277311,4.0,0.5714285714285714,,75.0,50.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:48.586930
