dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,faltante_solicitado,faltante_final,tope_por_clase_aplicado,tope_global_aplicado,objetivo_alcanzado,scaling_strategy,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,modo_espacial,timestamp
wdbc,0,285,228,no se sobremuestrea,sin_faltante(actual>=objetivo),0,0,False,False,1,pre_split,0,455,455,0.626374,0.626374,,,,,,,,,50.0,25.0,proporcion,PCSMOTE,0.8,42,2d,2025-10-17T07:09:19.846089
wdbc,1,170,228,sobremuestreada,insuficientes_filtradas(<k+1),58,58,False,False,0,pre_split,0,455,455,0.373626,0.373626,170.0,6.0,0.5238095238095238,0.06734350297014738,0.31176470588235283,2.0,0.2857142857142857,,50.0,25.0,proporcion,PCSMOTE,0.8,42,2d,2025-10-17T07:09:20.019975
