dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,faltante_solicitado,faltante_final,tope_por_clase_aplicado,tope_global_aplicado,objetivo_alcanzado,scaling_strategy,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,modo_espacial,metric,timestamp
heart,0,92,73,no se sobremuestrea,sin_faltante(actual>=objetivo),0,0,False,False,1,pre_split,0,159,159,0.578616,0.578616,,,,,,,,,50.0,75.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:45:13.170691
heart,1,28,73,sobremuestreada,ok,45,45,False,False,1,pre_split,45,159,204,0.176101,0.357843,28.0,11.0,0.49350649350649345,0.07113279967599559,0.7142857142857144,5.0,0.7142857142857143,,50.0,75.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:45:13.183782
heart,2,13,73,sobremuestreada,insuficientes_filtradas(<k+1),60,60,False,False,0,pre_split,0,159,204,0.081761,0.063725,13.0,3.0,0.5238095238095238,0.06734350297014738,0.7142857142857142,5.0,0.7142857142857143,,50.0,75.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:45:13.190168
heart,3,18,73,sobremuestreada,insuficientes_filtradas(<k+1),55,55,False,False,0,pre_split,0,159,204,0.113208,0.088235,18.0,3.0,0.5238095238095238,0.06734350297014738,0.7142857142857142,5.0,0.7142857142857143,,50.0,75.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:45:13.197720
heart,4,8,73,sobremuestreada,insuficientes_filtradas(<k+1),65,65,False,False,0,pre_split,0,159,204,0.050314,0.039216,8.0,0.0,,,0.7142857142857143,5.0,0.7142857142857143,,50.0,75.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:45:13.205278
