dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,faltante_solicitado,faltante_final,tope_por_clase_aplicado,tope_global_aplicado,objetivo_alcanzado,scaling_strategy,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,k_pedidos,k_efectivo,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,metric,timestamp
shuttle,1,32032,32032,no se sobremuestrea,sin_faltante(actual>=objetivo),0,0,False,False,1,pre_split,0,40662,40662,0.787763,0.787763,,,,,,,,,7,7,25.0,25.0,proporcion,PCSMOTE,1.0,42,euclidean,2025-10-29T23:29:08.248060
shuttle,2,24,32032,sobremuestreada,ok,32008,32008,False,False,1,pre_split,32008,40662,72670,0.00059,0.440787,24.0,9.0,0.42857142857142855,0.25197631533948484,0.2857142857142857,2.0,0.2857142857142857,,7,7,25.0,25.0,proporcion,PCSMOTE,1.0,42,euclidean,2025-10-29T23:29:10.176039
shuttle,3,107,32032,sobremuestreada,ok,31925,31925,False,False,1,pre_split,31925,40662,104595,0.002631,0.306248,107.0,25.0,0.5257142857142858,0.29058702023065414,0.2857142857142856,2.0,0.2857142857142857,,7,7,25.0,25.0,proporcion,PCSMOTE,1.0,42,euclidean,2025-10-29T23:29:12.524878
shuttle,4,6131,32032,sobremuestreada,insuficientes_filtradas(<k+1),25901,25901,False,False,0,pre_split,0,40662,104595,0.15078,0.058617,6131.0,0.0,,,0.29151618239858323,2.0406132767900833,0.2857142857142857,,7,7,25.0,25.0,proporcion,PCSMOTE,1.0,42,euclidean,2025-10-29T23:29:17.062576
shuttle,5,2356,32032,sobremuestreada,insuficientes_filtradas(<k+1),29676,29676,False,False,0,pre_split,0,40662,104595,0.057941,0.022525,2356.0,2.0,0.42857142857142855,0.14285714285714285,0.29008003880669414,2.030560271646859,0.2857142857142857,,7,7,25.0,25.0,proporcion,PCSMOTE,1.0,42,euclidean,2025-10-29T23:29:18.632455
shuttle,6,8,32032,sobremuestreada,insuficientes_filtradas(<k+1),32024,32024,False,False,0,pre_split,0,40662,104595,0.000197,7.6e-05,8.0,5.0,0.3142857142857142,0.20995626366712958,0.2857142857142857,2.0,0.2857142857142857,,7,7,25.0,25.0,proporcion,PCSMOTE,1.0,42,euclidean,2025-10-29T23:29:18.893050
shuttle,7,4,32032,sobremuestreada,insuficientes_candidatas(<k+1),32028,32028,False,False,0,pre_split,0,40662,104595,9.8e-05,3.8e-05,4.0,0.0,,,,0.0,,,7,7,25.0,25.0,proporcion,PCSMOTE,1.0,42,euclidean,2025-10-29T23:29:18.899895
