dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,faltante_solicitado,faltante_final,tope_por_clase_aplicado,tope_global_aplicado,objetivo_alcanzado,scaling_strategy,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,modo_espacial,metric,timestamp
wdbc,0,261,208,no se sobremuestrea,sin_faltante(actual>=objetivo),0,0,False,False,1,pre_split,0,411,411,0.635036,0.635036,,,,,,,,,75.0,25.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:18.913651
wdbc,1,150,208,sobremuestreada,ok,58,58,False,False,1,pre_split,58,411,469,0.364964,0.443497,150.0,8.0,0.5178571428571428,0.06916041689656101,0.2857142857142856,2.0,0.2857142857142857,,75.0,25.0,proporcion,PCSMOTE,0.8,42,2d,euclidean,2025-10-27T20:44:18.961393
