dataset,clase,train_original,objetivo_balance,estado,motivo_sin_sinteticas,muestras_sinteticas_generadas,total_original,total_resampled,ratio_original,ratio_resampled,n_candidatas,n_filtradas,riesgo_medio,riesgo_std,densidad_media,vecinos_validos_promedio,umbral_densidad,umbral_entropia,percentil_densidad,percentil_riesgo,criterio_pureza,tecnica_sobremuestreo,factor_equilibrio,random_state,modo_espacial,timestamp
heart,0,128,102,no se sobremuestrea,sin_faltante(actual>=objetivo),0,237,237,0.540084,0.540084,,,,,,,,,50.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:20:23.558962
heart,1,43,102,sobremuestreada,ok,59,237,296,0.181435,0.344595,43.0,43.0,0.7627906976744185,0.21243139063570673,0.06511627906976745,4.0,0.0,0.9709505944546688,50.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:20:23.838872
heart,2,28,102,sobremuestreada,ok,74,237,370,0.118143,0.275676,28.0,28.0,0.7500000000000001,0.1742330131092924,0.04285714285714286,4.0,0.0,0.9709505944546688,50.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:20:23.917338
heart,3,28,102,sobremuestreada,ok,74,237,444,0.118143,0.22973,28.0,28.0,0.8214285714285715,0.17999433097648793,0.014285714285714287,4.0,0.0,0.9709505944546688,50.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:20:23.954397
heart,4,10,102,sobremuestreada,ok,92,237,536,0.042194,0.190299,10.0,7.0,1.0,0.0,0.0,4.0,0.0,0.5414460711655218,50.0,75.0,entropia,PCSMOTE,0.8,42,2d,2025-08-20T00:20:23.970023
