dataset,tipo,tecnica,densidad,riesgo,pureza,n_train,n_test,n_features,es_grande,cv_splits,n_iter,modelo,mejor_configuracion,cv_f1_macro,cv_balanced_accuracy,cv_mcc,cv_cohen_kappa,test_f1_macro,test_balanced_accuracy,test_mcc,test_cohen_kappa,cv_gmean_macro,cv_auc_ovr_macro,test_gmean_macro,test_auc_ovr_macro,search_time_sec,n_jobs_search
heart,aumentado,pcsmote,25,50,entropia,536,60,13,False,5,10,SVM,"{'classifier__C': np.float64(0.9163741808778786), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.27527173929429377), 'classifier__kernel': 'linear', 'classifier__shrinking': True}",0.5916493603814624,0.604865934065934,0.5197361112728304,0.5154164989653693,0.3987855281972929,0.4208874458874459,0.3832216100655792,0.3798449612403101,0.5576429311812456,,0.3367267386479628,0.8068527503159189,0.969,4
heart,aumentado,pcsmote,25,50,proporcion,444,60,13,False,5,10,SVM,"{'classifier__C': np.float64(0.9643857615941438), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.0004207053950287938), 'classifier__kernel': 'linear', 'classifier__shrinking': True}",0.5878479164741361,0.5990769230769232,0.6022424714468403,0.5986747095503284,0.355212250436131,0.3500811688311688,0.3732096364133435,0.3709043250327654,0.2579075193590184,,0.001721790680399628,0.7971059769563991,0.651,4
heart,aumentado,pcsmote,25,75,entropia,536,60,13,False,5,10,SVM,"{'classifier__C': np.float64(0.9643857615941438), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.0004207053950287938), 'classifier__kernel': 'linear', 'classifier__shrinking': True}",0.5645982697015967,0.5773934065934065,0.48219464637683307,0.47852507994822935,0.43226436645791483,0.45100108225108226,0.4298838608886345,0.42833471416735713,0.5326892332199474,,0.38399427520473434,0.7923530340185185,0.98,4
heart,aumentado,pcsmote,25,75,proporcion,444,60,13,False,5,10,SVM,"{'classifier__C': np.float64(0.9643857615941438), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.0004207053950287938), 'classifier__kernel': 'linear', 'classifier__shrinking': True}",0.6300968570835981,0.6406007326007327,0.6666807310286751,0.6632164046480503,0.3480774127832951,0.33189935064935067,0.3392037895901203,0.33628318584070793,0.27190454380742723,,0.00168170512724436,0.7649590819069646,0.671,4
heart,aumentado,pcsmote,50,25,entropia,536,60,13,False,5,10,SVM,"{'classifier__C': np.float64(21.42302175774105), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.0003727925903376988), 'classifier__kernel': 'linear', 'classifier__shrinking': False}",0.5874034666107157,0.5989230769230769,0.5094041633281243,0.5064817373616094,0.38202764976958525,0.39799783549783546,0.35779476857590015,0.35590421139554085,0.555524429223923,,0.33968093467271043,0.7983435032027918,1.199,4
heart,aumentado,pcsmote,50,25,proporcion,444,60,13,False,5,10,SVM,"{'classifier__C': np.float64(0.9643857615941438), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.0004207053950287938), 'classifier__kernel': 'linear', 'classifier__shrinking': True}",0.6172694189756796,0.6264190476190477,0.6427000225492977,0.6394589385630366,0.31345420407205304,0.3095779220779221,0.3335970865145622,0.33005806163465823,0.270636986457548,,0.001473969511869289,0.7692890342995854,0.683,4
heart,aumentado,pcsmote,50,50,entropia,536,60,13,False,5,10,SVM,"{'classifier__C': np.float64(0.9163741808778786), 'classifier__class_weight': None, 'classifier__gamma': np.float64(0.27527173929429377), 'classifier__kernel': 'linear', 'classifier__shrinking': True}",0.5916493603814624,0.604865934065934,0.5197361112728304,0.5154164989653693,0.3987855281972929,0.4208874458874459,0.3832216100655792,0.3798449612403101,0.5576429311812456,,0.3367267386479628,0.8068527503159189,0.968,4
heart,aumentado,pcsmote,50,50,proporcion,444,60,13,False,5,10,SVM,"{'classifier__C': np.float64(0.9643857615941438), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.0004207053950287938), 'classifier__kernel': 'linear', 'classifier__shrinking': True}",0.5878479164741361,0.5990769230769232,0.6022424714468403,0.5986747095503284,0.355212250436131,0.3500811688311688,0.3732096364133435,0.3709043250327654,0.2579075193590184,,0.001721790680399628,0.7971059769563991,0.663,4
heart,aumentado,pcsmote,50,75,entropia,536,60,13,False,5,10,SVM,"{'classifier__C': np.float64(0.9643857615941438), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.0004207053950287938), 'classifier__kernel': 'linear', 'classifier__shrinking': True}",0.5645982697015967,0.5773934065934065,0.48219464637683307,0.47852507994822935,0.43226436645791483,0.45100108225108226,0.4298838608886345,0.42833471416735713,0.5326892332199474,,0.38399427520473434,0.7923530340185185,1.007,4
heart,aumentado,pcsmote,50,75,proporcion,444,60,13,False,5,10,SVM,"{'classifier__C': np.float64(0.9643857615941438), 'classifier__class_weight': 'balanced', 'classifier__gamma': np.float64(0.0004207053950287938), 'classifier__kernel': 'linear', 'classifier__shrinking': True}",0.6300968570835981,0.6406007326007327,0.6666807310286751,0.6632164046480503,0.3480774127832951,0.33189935064935067,0.3392037895901203,0.33628318584070793,0.27190454380742723,,0.00168170512724436,0.7649590819069646,0.694,4
