dataset,tipo,tecnica,densidad,riesgo,pureza,n_train,n_test,n_features,es_grande,cv_splits,n_iter,modelo,mejor_configuracion,cv_f1_macro,cv_balanced_accuracy,cv_mcc,cv_cohen_kappa,test_f1_macro,test_balanced_accuracy,test_mcc,test_cohen_kappa,cv_gmean_macro,cv_auc_ovr_macro,test_gmean_macro,test_auc_ovr_macro,search_time_sec,n_jobs_search
glass,aumentado,pcsmote,50,75,entropia,268,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7972475059875787,0.8221173271173271,0.7557837500774066,0.7517208259793235,0.7658890492223827,0.8253968253968252,0.6979835514993122,0.694819020581973,0.805051281339215,,0.814048251015523,0.9644586088551605,7.405,4
glass,aumentado,pcsmote,50,75,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,0.4287792356937725,,0.801219234574029,0.9596401204159825,7.036,4
glass,aumentado,pcsmote,75,25,entropia,230,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.8036692406893644,0.8401528101528102,0.7619231133319964,0.7569939309338549,0.7848484848484848,0.8373015873015871,0.7253585867880639,0.723175965665236,0.8260231756082078,,0.825939508718733,0.9680692391899289,7.286,4
glass,aumentado,pcsmote,75,25,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,0.4287792356937725,,0.801219234574029,0.9596401204159825,7.027,4
glass,aumentado,pcsmote,75,50,entropia,230,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7834118774292419,0.8313649313649314,0.7463113828464641,0.7408871375038937,0.7658890492223827,0.8253968253968252,0.6979835514993122,0.694819020581973,0.8152003988741747,,0.814048251015523,0.9653909451323243,7.324,4
glass,aumentado,pcsmote,75,50,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,0.4287792356937725,,0.801219234574029,0.9596401204159825,7.016,4
glass,aumentado,pcsmote,75,75,entropia,230,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7655816321247737,0.8157925407925408,0.7206337125714061,0.7138557542544071,0.7729437229437229,0.8253968253968252,0.6945075291897584,0.69241773962804,0.7940883833542272,,0.814048251015523,0.965874865012796,7.355,4
glass,aumentado,pcsmote,75,75,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,0.4287792356937725,,0.801219234574029,0.9596401204159825,7.018,4
heart,aumentado,pcsmote,25,25,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7677273766148502,0.7722945054945054,0.719591279347463,0.7171630194789238,0.3665979853479853,0.37865259740259744,0.413210426788685,0.4112627986348122,0.756761736269455,,0.0019778181222242786,0.8084902682485231,8.512,4
heart,aumentado,pcsmote,25,25,proporcion,444,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.005467102793432797), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 20, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.87129648817639), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 11, 'classifier__n_estimators': 469}",0.7187112339307695,0.7035882783882783,0.7388083864468341,0.7341175631850091,0.3602962255136168,0.3357413419913419,0.3270823872800732,0.32401982875169,0.43539234299955104,,0.2267254847544771,0.770976353719695,8.251,4
