dataset,tipo,tecnica,densidad,riesgo,pureza,n_train,n_test,n_features,es_grande,cv_splits,n_iter,modelo,mejor_configuracion,cv_f1_macro,cv_balanced_accuracy,cv_mcc,cv_cohen_kappa,test_f1_macro,test_balanced_accuracy,test_mcc,test_cohen_kappa,search_time_sec,n_jobs_search
glass,aumentado,pcsmote,25,25,entropia,268,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.8459418135271548,0.8604169904169904,0.8095302609278783,0.8063630530830995,0.728095238095238,0.815079365079365,0.6783042497063158,0.6694619147449337,8.058,4
glass,aumentado,pcsmote,25,25,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,7.501,4
glass,aumentado,pcsmote,25,50,entropia,268,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.8014113276726242,0.8176897176897177,0.7504755618425265,0.7464609887114062,0.7317426400759733,0.8142857142857142,0.675742315824749,0.6692307692307693,7.874,4
glass,aumentado,pcsmote,25,50,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,7.529,4
glass,aumentado,pcsmote,25,75,entropia,268,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.8118517822346064,0.8285483035483037,0.765018033018876,0.7609469014756443,0.7752326217843458,0.826190476190476,0.6950359786714436,0.6919770773638969,7.949,4
glass,aumentado,pcsmote,25,75,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,7.443,4
glass,aumentado,pcsmote,50,25,entropia,268,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.8487935063230078,0.8641206941206943,0.8140097053729326,0.8111091780794448,0.7714005130671797,0.8373015873015871,0.7298620363229475,0.725531914893617,8.004,4
glass,aumentado,pcsmote,50,25,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,7.508,4
glass,aumentado,pcsmote,50,50,entropia,268,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.8206176832196486,0.8332452732452733,0.774565405313518,0.7692945796052963,0.7848484848484848,0.8373015873015871,0.7253585867880639,0.723175965665236,7.878,4
glass,aumentado,pcsmote,50,50,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,7.469,4
glass,aumentado,pcsmote,50,75,entropia,268,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.8239428889894184,0.8376392126392126,0.777329579642106,0.7742425884172264,0.7658890492223827,0.8253968253968252,0.6979835514993122,0.694819020581973,7.905,4
glass,aumentado,pcsmote,50,75,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,7.549,4
glass,aumentado,pcsmote,75,25,entropia,230,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.8097916373554638,0.8472403522403523,0.7727161429651919,0.768081390454,0.7658890492223827,0.8253968253968252,0.6979835514993122,0.694819020581973,7.746,4
glass,aumentado,pcsmote,75,25,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,7.448,4
glass,aumentado,pcsmote,75,50,entropia,230,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7893297275455036,0.8325433825433824,0.7525841188713918,0.7457869949667009,0.7848484848484848,0.8373015873015871,0.7253585867880639,0.723175965665236,7.65,4
glass,aumentado,pcsmote,75,50,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,7.438,4
glass,aumentado,pcsmote,75,75,entropia,230,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.788717325693904,0.8338396788396789,0.7493283748678871,0.7458140572658104,0.8104216770883438,0.8928571428571428,0.7641373335899478,0.7579169598874032,7.609,4
glass,aumentado,pcsmote,75,75,proporcion,171,43,9,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6784775289123115,0.7089860139860141,0.5954538720529879,0.5899168684814726,0.7535433702100369,0.8134920634920634,0.6673264598604253,0.6643009226401703,7.555,4
heart,aumentado,pcsmote,25,25,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7669441874858195,0.7720703296703297,0.719832028594505,0.7171204618875917,0.3351259267048741,0.3500811688311688,0.382427020350783,0.3790426908150064,8.809,4
heart,aumentado,pcsmote,25,25,proporcion,444,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6873996679763572,0.686269597069597,0.7680295353970845,0.7634123065808991,0.2797101449275362,0.2872564935064935,0.327241435374705,0.32401982875169,8.327,4
heart,aumentado,pcsmote,25,50,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7569477399384519,0.7603575091575091,0.7079193365293192,0.704829206028567,0.3904396407685881,0.407224025974026,0.4421691673039358,0.43972835314091685,9.178,4
heart,aumentado,pcsmote,25,50,proporcion,444,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6800870190559388,0.6850783882783883,0.7647629591508124,0.7605634281294631,0.27910408432147565,0.2872564935064935,0.3256660866284041,0.32157394843962006,8.438,4
heart,aumentado,pcsmote,25,75,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7396427535304488,0.744675457875458,0.686540086692915,0.6840725660409841,0.32542346542346545,0.32775974025974025,0.38475175364525377,0.38223938223938225,9.001,4
heart,aumentado,pcsmote,25,75,proporcion,444,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.6832404630264788,0.6810021978021977,0.7589352975797897,0.75451662957339,0.27780538302277435,0.2872564935064935,0.3265345400166203,0.3227990970654627,8.363,4
heart,aumentado,pcsmote,50,25,entropia,536,60,13,False,5,10,RandomForest,"{'classifier__ccp_alpha': np.float64(0.00034388521115218395), 'classifier__class_weight': 'balanced', 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': 'log2', 'classifier__max_samples': np.float64(0.8318827995238937), 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 253}",0.7669441874858195,0.7720703296703297,0.719832028594505,0.7171204618875917,0.3351259267048741,0.3500811688311688,0.382427020350783,0.3790426908150064,8.87,4
